dataset_label,nct_id,brief_title,lead_sponsor_class,primary_purpose,intervention_types,enrollment,arm_group_count,location_count,country_count,countries,africa_countries,has_africa_site,start_date,primary_completion_date,results_first_post_date,trial_duration_days,results_reporting_lag_days,registration_lead_days,prospectively_registered,has_results_section,has_publication_reference,has_result_reference,pmids,result_pmids,publication_lag_days,speed_score,frugality_score,dissemination_score,overall_efficiency_score
global,NCT03728140,Embryo Transfer With Self-spent Culture Medium,OTHER,SCREENING,PROCEDURE,335,2,1,1,China,,False,2018-01-01,2019-12-31,2020-01-27,729,27,-301,False,True,False,False,,,,80.0,41.39,40.0,58.49
global,NCT00947518,Safety of Skin Cleansing With Chlorhexidine in Preterm Low Birth Weight Infants,OTHER,PREVENTION,DRUG,60,3,0,0,,,False,2005-08-01,2006-02-01,2009-07-28,184,1273,-1358,False,True,False,False,,,,58.89,71.11,29.45,57.28
africa,NCT01302054,"A Clinical Study in Patients With Overactive Bladder With Leakage of Urine, to Find Out if the Medicine, Fesoterodine, Works in Those Patients Who Did Not Have Enough Response to the Medicine, Tolterodine.",INDUSTRY,TREATMENT,DRUG,990,2,176,15,Bulgaria | Canada | Czechia | Egypt | Finland | Germany | Hungary | Mexico | Poland | Russia | South Africa | South Korea | Sweden | Ukraine | United States,Egypt | South Africa,True,2011-05-01,2012-05-01,2013-03-12,366,315,72,True,True,True,False,24898471|35881009|37160401,,,89.44,18.2,50.72,56.76
africa,NCT04733157,The Efficacy of Tranexamic Acid in Preventing Postpartum Haemorrhage After Caesarean Section,OTHER,PREVENTION,DRUG | OTHER,1226,2,2,1,Zimbabwe,Zimbabwe,True,2021-03-23,2021-12-14,2023-03-20,266,461,66,True,True,True,False,37106343,,,80.0,32.91,46.0,56.72
global,NCT02755831,Targeted CPAP Therapy for Obstructive Sleep Apnea in Pregnancy,FED,TREATMENT,DEVICE | OTHER,193,2,1,1,United States,,False,2017-02-20,2019-10-14,2019-11-27,966,44,346,True,True,True,False,10770144|15382839|15683148|17644420|17644475|17684781|18220088|18431116|18714778|19186102|19743755|19960649|2007794|20859210|21873945|22000892|22634871|22893769|23090526|23225920|23589584|23633754|23734952|23894293|23911687|23966237|24060885|24065843|24262432|24346178|24515622|24519711|24790262|24889020|25774926|35051670|8247821|9406321,,,71.94,45.14,41.97,56.57
africa,NCT04262882,Multilevel Family Planning Intervention,OTHER,PREVENTION,BEHAVIORAL,160,2,2,1,Uganda,Uganda,True,2021-05-14,2022-05-03,2023-11-15,354,561,465,True,True,True,False,36564852|38835058,,,71.66,44.3,41.83,56.12
global,NCT04805073,Treatment of Pruritus With Intramuscular Promethazine,OTHER,TREATMENT,DRUG,72,2,1,1,United States,,False,2021-08-09,2024-05-30,2025-05-04,1025,339,147,True,True,True,True,11009242|11050519|12694022|1416128|16597655|2043531|24106351|25971957|27089000|27212754|27521593|29770203|3144443|31573495|37455197|7848959|8498418|9350364,11050519|16597655|25971957|27521593|7848959,,65.0,49.44,46.5,55.85
global,NCT04488770,"Safety, Tolerability and Pharmacokinetic Investigation of GSK3882347 in Healthy Participants.",INDUSTRY,TREATMENT,DRUG,61,12,1,1,United Kingdom,,False,2020-08-24,2021-05-14,2023-02-17,263,644,32,True,True,False,False,,,,70.83,43.05,41.41,55.22
global,NCT05652036,Procedural Discomfort Related to Number of Intradetrusor Botox Injections,OTHER,TREATMENT,BIOLOGICAL,108,2,1,1,United States,,False,2022-07-07,2023-04-06,2025-04-13,273,738,-153,False,True,True,False,38484251,,,68.61,48.75,34.3,54.8
global,NCT02436889,Treatment of Incontinence Without Memory Problems,OTHER,TREATMENT,DRUG,23,2,1,1,United States,,False,2016-02-01,2017-12-01,2019-04-16,669,501,277,True,True,False,False,,,,63.34,53.61,37.67,54.8
global,NCT04942366,High-Intensity Interval Training On Women With Polycystic Ovary Syndrome.,OTHER,TREATMENT,OTHER,50,2,1,1,Pakistan,,False,2021-04-12,2021-12-15,2024-02-02,247,779,-68,False,True,False,False,,,,66.94,51.25,33.47,54.75
global,NCT01615731,Value of Mifepristone in Cervical Preparation Prior to Dilation and Evacuation 19-24 Weeks,OTHER,TREATMENT,DRUG | OTHER,50,2,2,1,United States,,False,2012-05-01,2013-06-01,2015-01-26,396,604,-29,False,True,False,False,,,,68.06,49.44,34.03,54.74
africa,NCT04330989,An Integrated Strategy to Support Antiretroviral Therapy and Pre-exposure Prophylaxis Adherence for HIV Prevention in Pregnant and Breastfeeding Women,OTHER,PREVENTION,BEHAVIORAL,300,4,1,1,Malawi,Malawi,True,2020-03-01,2022-02-10,2023-01-09,711,333,-29,False,True,True,False,34193491|37757844|40293995,,,76.11,36.11,38.05,54.5
global,NCT02013544,Intravaginal Prasterone (DHEA) Against Vulvovaginal Atrophy Associated With Menopause,INDUSTRY,TREATMENT,DRUG,558,2,38,2,Canada | United States,,False,2014-02-01,2015-01-01,2017-06-01,334,882,54,True,True,True,True,26291918|26517756|26597311|26634942|26731686|26972555,26291918|26517756|26597311|26634942|26731686|26972555,0,72.73,31.8,50.37,53.93
africa,NCT03836625,CareConekta: A Smartphone App to Improve Engagement in HIV Care,OTHER,HEALTH_SERVICES_RESEARCH,OTHER,200,2,1,1,South Africa,South Africa,True,2019-12-09,2021-11-30,2023-02-01,722,428,321,True,True,True,False,32164771|36414286|37204838|37347521,,,67.5,44.44,39.75,53.88
global,NCT05429073,A Study of RGLS8429 in Healthy Volunteers,INDUSTRY,TREATMENT,DRUG,32,4,1,1,United States,,False,2022-06-10,2022-09-08,2025-08-27,90,1084,15,True,True,False,False,,,,64.16,47.08,38.08,52.97
africa,NCT06059846,A Study of Oral Tebipenem Pivoxil Hydrobromide (TBP-PI-HBr) Compared to Intravenous Imipenem-cilastatin in Participants With Complicated Urinary Tract Infection (cUTI) or Acute Pyelonephritis (AP),INDUSTRY,TREATMENT,DRUG,1690,2,85,19,Argentina | Bosnia and Herzegovina | Brazil | Bulgaria | Croatia | Estonia | Georgia | Greece | Hungary | India | Latvia | Moldova | Poland | Romania | Serbia | Slovakia | South Africa | Turkey (Türkiye) | United States,South Africa,True,2023-12-21,2025-01-27,2026-03-10,403,407,90,True,True,False,False,,,,81.67,18.61,46.84,52.63
global,NCT05214118,"Bringing Education Through Technology, Empathic Listening, and Research",OTHER,SUPPORTIVE_CARE,BEHAVIORAL,29,2,1,1,United States,,False,2022-02-02,2024-01-22,2025-07-18,719,543,23,True,True,False,False,,,,58.89,53.05,35.45,52.16
global,NCT02716818,Comparison of Chronocort® With Standard Glucocorticoid Therapy in Patients With Congenital Adrenal Hyperplasia,INDUSTRY,TREATMENT,DRUG,122,2,1,1,United States,,False,2016-02-22,2018-07-28,2019-09-04,887,403,-4,False,True,True,False,33527139,,,64.16,47.91,32.08,52.06
africa,NCT05007717,Data-informed Stepped Care (DiSC) to Improve Adolescent HIV Outcomes (UH3),OTHER,HEALTH_SERVICES_RESEARCH,BEHAVIORAL,1911,2,24,1,Kenya,Kenya,True,2022-04-19,2023-09-19,2024-11-27,518,435,280,True,True,True,False,36316073|40369586|41724939,,,74.17,27.78,43.09,51.72
global,NCT04569136,Physical Therapy Intervention for Puerperal Mastitis,OTHER,TREATMENT,OTHER,37,3,1,1,Taiwan,,False,2020-12-01,2023-04-27,2024-07-18,877,448,69,True,True,True,False,11517200|17553923|21651612|22588748|23449233|25026196|26644422|26885074|28646371|30481473|37964187|5181912|7619260|9874409,,,60.55,48.75,36.27,51.56
global,NCT02771977,Drug-Targeted Alerts for Acute Kidney Injury,OTHER,TREATMENT,OTHER,5060,2,1,1,United States,,False,2020-08-24,2021-12-20,2023-06-29,483,556,1566,True,True,True,False,37198160|40832403|41445428,,,68.89,30.97,40.45,49.93
global,NCT03071263,Spironolactone With Patiromer in the Treatment of Resistant Hypertension in Chronic Kidney Disease,INDUSTRY,TREATMENT,DRUG,295,2,40,9,Bulgaria | Croatia | Georgia | Germany | Hungary | South Africa | Ukraine | United Kingdom | United States,South Africa,True,2017-01-23,2018-11-27,2020-01-27,673,426,-37,False,True,True,False,30176673|31533906|32588430|35369022,,,69.72,32.92,34.86,49.87
africa,NCT03071263,Spironolactone With Patiromer in the Treatment of Resistant Hypertension in Chronic Kidney Disease,INDUSTRY,TREATMENT,DRUG,295,2,40,9,Bulgaria | Croatia | Georgia | Germany | Hungary | South Africa | Ukraine | United Kingdom | United States,South Africa,True,2017-01-23,2018-11-27,2020-01-27,673,426,-37,False,True,True,False,30176673|31533906|32588430|35369022,,,69.72,32.92,34.86,49.87
global,NCT03524664,A Study of Parent and Child Emotions in Fetal Alcohol Spectrum Disorder (FASD),OTHER,TREATMENT,BEHAVIORAL,118,2,1,1,United States,,False,2018-08-13,2021-09-30,2022-11-04,1144,400,103,True,True,True,False,40884006,,,56.95,48.33,34.48,49.44
global,NCT02995694,A Study Comparing Estradiol Vaginal Cream to Estrace® Cream in Females With Atrophic Vaginitis,INDUSTRY,OTHER,DRUG,535,3,0,0,,,False,2016-03-01,2016-12-01,2021-12-01,275,1826,-288,False,True,False,False,,,,51.95,59.31,25.98,49.33
global,NCT00729469,Efficacy and Safety of Ospemifene in the Treatment of Moderate to Severe Vaginal Dryness and Vaginal Pain Associated With Sexual Activity,INDUSTRY,TREATMENT,DRUG,919,2,0,0,,,False,2008-07-01,2009-08-01,2013-06-28,396,1427,-34,False,True,True,False,23361170,,,51.67,59.73,25.84,49.32
africa,NCT05352815,"A Research Study to See How Well the New Weekly Medicine IcoSema, Which is a Combination of Insulin Icodec and Semaglutide, Controls Blood Sugar Level in People With Type 2 Diabetes Compared to Weekly Insulin Icodec",INDUSTRY,TREATMENT,DRUG,1291,2,281,22,Australia | Belgium | Bulgaria | China | Croatia | Finland | India | Italy | Japan | Mexico | Norway | Poland | Portugal | Puerto Rico | Romania | Russia | Serbia | South Africa | South Korea | Taiwan | Turkey (Türkiye) | United States,South Africa,True,2022-06-01,2024-03-19,2025-04-03,657,380,38,True,True,True,False,40482671,,,76.94,15.14,44.47,48.82
africa,NCT05064735,Research Study Looking at How Well Semaglutide Works in People Suffering From Obesity and Knee Osteoarthritis,INDUSTRY,TREATMENT,DRUG,407,2,122,11,Canada | Colombia | Denmark | France | Norway | Russia | Saudi Arabia | South Africa | Spain | Sweden | United States,South Africa,True,2021-10-01,2023-07-24,2024-08-13,661,386,9,True,True,True,True,39476339,39476339,465,67.22,25.55,47.61,48.71
global,NCT02639182,A Study of AGS-16C3F vs. Axitinib in Metastatic Renal Cell Carcinoma,INDUSTRY,TREATMENT,DRUG,133,2,26,2,Canada | United States,,False,2016-05-03,2020-10-02,2020-09-23,1613,-9,134,True,True,False,False,,,,60.0,40.97,36.0,48.54
africa,NCT03069417,Support for Perinatal Adherence and Depression,OTHER,TREATMENT,BEHAVIORAL,23,2,2,2,South Africa | United States,South Africa,True,2016-11-09,2017-03-24,2021-12-03,135,1715,-84,False,True,True,False,17577653|30805768|35260947,,,55.55,50.83,27.77,48.34
